DATA	GSM839353	GSM839354	GSM839355	GSM839356	GSM839357	GSM839358	GSM839359	GSM839360	GSM839361	GSM839362	GSM839363	GSM839364
ARRDC3	6.965177286	6.991478119	6.88968314	6.947278491	6.852574919	7.357778382	7.435468523	6.735287583	6.965216502	6.929796653	6.860162364	6.798494598
ARRDC3-AS1	4.823470036	5.072943641	5.015413525	4.943351393	5.076388529	5.175830877	5.042563756	5.179535592	4.850198009	5.022735214	4.995312089	4.882192529
ARRDC4	5.908350883	6.172978166	6.165118936	6.156807745	7.417031562	7.612773224	7.74972266	7.490173537	6.046494415	6.085833297	6.308183921	6.192924453
ARSA	5.0054127075	5.1272412825	4.957325196	5.010798191999999	5.299885145	5.062904376500001	5.058376145	5.253264544	4.936584838	5.1658979160000005	5.0265545955	4.9721784985
ARSB	5.0036468339999995	5.1664262569999995	4.858459872	4.99077374	4.9442936285000005	5.1408097075	5.096026208	5.0620376895	5.05517034	5.1756690345	5.3758514235	5.131640861999999
ARSD	5.083001352	4.9470344065	5.041674599	5.074928037	5.211588583999999	5.2712582994999995	5.2528498425	5.144879699500001	4.889736517999999	4.892614514	4.822581036	4.9392331755
ARSE	4.654212339	4.642593039	4.59990435	4.612987998	5.019912127	5.094436042	4.849352452	4.968851726	4.2701738	4.701951504	4.208199667	4.544351391
ARSF	5.03762012	4.759372855	4.725537474	4.798069662	5.152450743	4.851748626	4.646712009	4.789584914	4.780186592	5.062171522	4.714072912	4.867070195
ARSG	4.073491877	4.0516471030000005	3.9757457609999998	3.9166208155	4.015661742	4.0163077405	4.0403842445	4.1111874004999995	4.193226624499999	4.2200997825	4.0561501485	3.9377401160000005
ARSI	4.751807334	4.637333652	5.036172995	4.637333652	4.865177292	4.525233334	4.778602958	5.022662667	4.455937614	4.637333652	4.408736982	4.577697763
ARSJ	8.722093548	8.904920315	8.609221522	8.552349311	8.252430479	8.57257883	8.498473063	8.282815687	8.812419428	8.686811719	8.773359228	8.866401729
ARSK	6.60132383	6.589749753	6.595638742	6.648052682	6.665803119	6.621422221	6.621422221	6.420207404	6.908013025	6.956270197	6.864531249	6.980833538
ART1	4.753458879	4.853954251	5.085192996	5.029472249	5.075927522	5.055639385	4.923015062	5.162793958	4.72402223	4.907702442	4.761478793	5.012059982
ART3	2.81690795	2.792528033	2.766672327	2.916968145	2.792416737	2.850548183	2.713540808	3.304631033	2.854150858	2.938972287	2.79256325	2.87687443
ART4	3.105432742	3.193276624	3.0183677525	3.086640499	3.3262843355	3.22341242	3.1122672600000003	3.3195667120000003	3.135540006	3.1009535755	3.2205092795	3.0885680449999997
ART5	6.267383624	6.20728083	6.363430748	6.242438625	6.311017398	6.44792989	6.287849003	6.183992907	6.113548461	6.208058564	5.901871676	6.019713485
ARTN	6.174266272	6.216526089	6.196677233	6.365802567	6.218966911	5.972832087	6.208058564	6.181913767	6.252948459	6.434168765	6.289054796	6.205831829
ARV1	6.423829245	6.318413315999999	6.404608371	6.421983608	6.477900889000001	6.538617775	6.649266204	6.4012211245	6.391788334	6.572763799500001	6.448223764	6.552715639500001
ARVCF	6.932688314	6.83673707	6.959544269	7.008417237	7.316161753	7.120665234	6.96492231	7.163868246	6.768549607	6.915730921	6.838964922	6.797797285
ARX	4.4020086775	4.207057579500001	4.345239573500001	4.4118757825	4.4463681225	4.2525595065	4.3332342725	4.714475645	4.1379393555	4.3507241755	4.2940327895	4.235461767
AS3MT	4.649761446	4.663827498	4.767569972	4.830091289	4.824580054	5.079621376	4.900515038	4.763750883	4.680949591	4.686897112	4.526996771	4.765549348
ASAH1	8.393450321	8.376899167	8.128630193	8.254938805	8.165651184	8.208544869	8.290541605	8.237214987	8.577804476	8.607802865	8.531678566	8.667983689
ASAH2B	7.2165068015	7.303241024	7.2611922269999996	7.3992180725	7.265015268	7.403305853000001	7.383831556500001	7.336481556000001	7.147051383500001	7.049277351500001	7.123178653	7.113449367
ASAP1	9.530597667	9.519331392	9.424126321	9.248350406	8.664556608	8.629234052	8.65698439	8.865360111	9.633011598	9.125961559	9.410138411	9.576290947
ASAP1-IT1	5.948751454	5.457655149	5.779029066	5.116662461	5.246534954	5.050029875	5.429511474	5.25408013	5.832730705	5.480696205	5.93698909	5.510617099
ASAP1-IT2	5.539396833	5.750283788	5.535305805	5.500832404	5.167514133	4.778589962	5.440233644	5.463211756	6.062766751	5.899235478	5.591923342	5.716957471
ASAP2	10.37436376	10.51584532	10.47152104	10.42269481	10.36091748	10.17794296	10.3322956	10.22559939	10.48095781	10.42248582	10.46177531	10.48165779
ASAP3	7.524083528	7.451015321	7.389206100999999	7.471398991999999	7.376653501	7.358637531499999	7.335470541	7.5130754625	7.327360194500001	7.4318932765	7.4357588869999995	7.491088538
ASB1	7.670368416	7.767733206	7.679108009	7.69411056	7.34881395	7.435000168	7.636823651	7.505826947	7.953711959	7.660078497	7.891092054	7.853326442
ASB10	3.716367534	3.663551137	3.854763553	3.810648736	4.050286849	3.906027728	3.83449327	3.693767318	3.750248081	3.826794185	3.847983087	3.624721677
ASB11	3.527529275	3.587839447	3.833350738	3.523582702	4.07516333	3.734063902	3.804190623	3.745136933	3.707219252	3.915308194	3.767299953	3.556737209
ASB12	4.237809726	4.071767064	4.049808256	4.043421224	4.383978287	4.533484204	4.237649481	4.228123109	4.04478075	4.173863169	4.066099752	4.191957919
ASB13	8.714088328	8.761064513	8.724444604	8.695784011	8.811905231	9.006993233	8.962906134	8.968505429	8.530760575	8.609289295	8.603159076	8.532970153
ASB14	4.308790559	4.114330713499999	4.2684617414999995	4.188831083	4.266477076999999	4.218271372	4.1635943025	4.129393128	4.0487182205	4.389092144499999	4.0849185755	3.9539024035
ASB15	4.476220859	4.799797378	4.855126974	4.801145635	5.147700248	5.335865751	4.892958019	4.761833261	4.566796364	4.63904102	4.932817137	4.96350597
ASB16	5.684818011	5.690637228	5.929118505	5.820649372	5.979499275	5.85600609	5.607290218	5.978941389	5.921718177	5.876285208	5.348837642	5.761390596
ASB16-AS1	5.647592572	5.764357573	5.444268813	5.598637476	5.364379819	5.423430101	5.674940487	5.370668761	5.826979226	5.626479097	5.809557621	5.866702527
ASB17	3.199561591	3.277480177	2.987310264	3.441683134	3.303682258	3.362142081	3.263912728	3.195657496	3.048457489	3.332857373	3.401223288	2.969287418
ASB2	4.6853058805	4.541713642	4.4988506704999995	4.660904111	4.520528855	4.672789805	4.5382086505	4.605886322	4.3717838835	4.4472683045	4.2678164785	4.49912168
ASB4	3.49343135	3.3492732345	3.3954412885	3.2833327775	3.3778787560000003	3.5982137324999997	3.2230777095	3.4641452885	3.3547873944999997	3.369657533	3.2705675579999998	3.2296556735
ASB5	2.772035125	2.726602326	2.845995302	2.990107152	2.673357946	2.619944475	2.61803488	2.62109181	2.714616543	2.725783602	2.718111245	2.850559194
ASB6	7.989438885	7.8880352975	7.836059237500001	7.99426916	8.0584754365	8.1768461375	8.0864286275	8.2269150065	8.1293293345	8.20762474	8.2639727885	8.184793668000001
ASB7	6.8231089585	6.81711657	6.509662263	6.6979651135000005	6.714713323	6.886774819999999	6.7969663705	6.773054705	6.761576165499999	6.759655694999999	6.8355667285	6.8052256374999995
ASB8	7.935014083	7.99390835	7.8250548005	8.001520543	7.781888542	7.8459405045	7.840304565	7.7443938575	8.1512656295	8.121496889	8.2336518915	8.2173278705
ASB9	7.044913819	7.176620648	6.969095077	7.259857587	6.885217127	7.303366369	7.149038447	6.830547791	6.852727738	6.988962075	6.811192647	6.77952309
ASCC1	8.804985824	8.734061601	8.729482490999999	8.825247496500001	8.296315545	8.5237397225	8.509615499	8.357173709	8.971969433	8.8633139075	9.012677354000001	8.943556409500001
ASCC2	7.899930346	7.75078124	7.860514795	7.977874675	7.91968574	8.126037847	8.007092211	7.980569585	8.127318837	7.924242946	8.378805495	8.106152366
ASCC3	7.955105017	8.01868329	7.907582238	8.033290316999999	7.971904552	8.159677937	8.0668718885	8.069595933999999	7.93451524	7.811752733	7.8699757325	7.8106726385
ASCL1	4.125288955	4.0569361015	4.3824569635	4.2435768750000005	4.3652479545	4.1120458405	4.2131982814999995	4.179777083	4.1281388835	4.128007514	4.1064990285	3.990404055
ASCL2	3.6626792635000003	3.754234033	3.5707977360000003	3.755564921	3.78146123	3.946554213	3.727406696	3.6808272669999997	3.7120173015000004	3.752439625	3.645539761	3.7478280495000003
ASCL3	4.573957442	4.745309167	4.885191983	4.701052713	4.788260753	4.666308797	4.645266813	4.681321199	4.472490614	4.690162234	4.47849376	4.564860099
ASCL5	4.316250276	4.409464491	4.439877404	4.465328558	4.538182286	4.37027043	4.45996641	4.515495439	4.299002528	4.488851404	4.476677391	4.690207104
ASF1A	9.4895491845	9.5025353615	9.410784968	9.4395825555	9.5797250565	9.565796246	9.484479131499999	9.557965492	9.451814522	9.3036438855	9.331852372	9.403134616
ASF1B	10.35587634	10.19299791	10.30445961	10.32752322	10.40504175	10.5102415	10.40725428	10.53426776	10.4043854	10.39674814	10.51298444	10.4611502
ASGR1	5.615715221	5.772710334	5.851804574	5.853021586	5.868039738	6.151683132	6.041027319	5.548431974	6.129533255	6.372760623	6.284076335	6.259936442
ASGR2	5.203842902	4.9543097	5.115024083	4.895396541	5.495836514	5.197267932	5.049879192	5.060184026	5.046265655	5.180669543	5.028005837	5.206821506
ASH1L	9.324274487	9.324839336	9.280277486	9.319781466	9.047436415	9.084826959	9.072564238	9.045563778	9.234903472	9.08664858	9.23861422	9.214718588
ASH1L-AS1	7.455563964	7.299778861	7.320109494	7.652193728	7.252512542	7.717278815	7.632601867	7.476292107	7.494862933	7.553565023	7.671139939	7.68482982
ASH2L	9.558878437	9.565778932	9.55349154	9.669759641	9.441302371	9.504870462	9.387095865	9.3923099	9.60251894	9.652537451	9.663951975	9.6548573
ASIC1	5.298864265	5.4199189385	5.3129749625	5.3665280715	5.556111411	5.5495109435	5.496292910999999	5.7561184569999995	5.15202268	5.308917898500001	5.1619503385	5.31012519
ASIC2	4.265789514	3.863121918	3.965738056	4.098189483	4.100999164	3.99767288	4.118591275	3.969109944	3.833002047	4.048666506	3.955058885	3.890791159
ASIC4	5.25408013	5.344921761	5.428617568	5.847087186	5.668647111	5.540712339	5.406838976	5.481347338	5.428586851	5.402276467	5.27420073	5.392653944
ASIC5	3.067119473	3.239053469	3.325304716	3.120380321	2.853486411	3.065923526	3.224207705	3.165025009	2.97309423	3.048947246	2.982269843	3.07861275
ASIP	4.130385899	3.926224096	3.976818888	4.095117159	3.795756354	4.011710937	4.109330576	4.158963894	3.677343258	3.934761673	4.003345907	3.897861892
ASL	8.537044664	8.47809092	8.471316045	8.612441074	8.385591373	8.396032523	8.384791408	8.316603182	8.96691865	9.199528684	9.113779124	9.013774511
ASMT	4.0625257535	4.1150112785	4.007413746	4.159332066499999	4.415868237	4.152756072	4.207138548	4.103219156	3.9939396385	4.297434736	4.1501246405	4.053763974000001
ASMTL	7.017053442	7.074436093	7.039843838	7.232371691	7.259272759	7.2648933	7.261490393	7.239165678	7.110111145	7.153745189	7.143076161	7.005754561
ASMTL-AS1	5.463228322	5.445529757	5.54066009	5.473094485	5.5562387	5.646904857	5.532562604	5.392308029	5.571480032	5.493905727	5.406833966	5.395323559
ASNA1	9.841240332	9.70872024	9.82619461	9.951661783	10.05323553	10.1510841	10.12690015	10.13744749	9.923210458	9.962311066	10.00297059	9.958900084
ASNS	6.792270524	6.8100765894999995	6.7696425385	6.8497875905	6.6076634995	6.535095741	6.495750688	6.524150882000001	6.961382330999999	6.8869351530000005	7.0056314765000005	6.99460413
ASNSD1	10.70023392	10.7518387	10.71169603	10.73719016	10.71537884	10.84551972	10.90053783	10.72972717	10.83690995	10.86002257	10.81868537	10.85168476
ASPA	3.7771410735	3.6839880805	3.7081372765	3.596164848	3.7628198370000003	3.8713161965	3.6586084015	3.5330167485	3.6230896105	3.7556717045	3.6325577845000003	3.7163569095
ASPDH	5.883635233	5.826188035	5.771766596	5.927070559	5.926413651	6.151683132	5.8867473	6.101637731	5.884198681	5.882314042	5.664173113	5.78844575
ASPG	5.865234826	5.7037529365	5.793724731999999	5.6754543815	5.89045858	5.735055471	5.713844142	5.9478302485	5.752984175	5.7376482055	5.788526193999999	5.7736286195
ASPH	6.30720618	6.386894476	6.222997454	6.289664365	5.990981391	6.467626097	6.166998278	6.199079309	6.571853914	6.479967537	6.446736181	6.46304933
ASPHD1	7.891072933	7.888169159	7.740220609	7.9818602505000005	8.152066635499999	8.273717493500001	8.2896789215	8.294535204999999	8.139567648	8.547186064	8.264169932	8.1535169765
ASPHD2	5.9832093395	6.202038679	6.1175373385	6.083789471	6.038898368	6.270575098	6.2597701615000005	5.9846628995	6.42536055	6.421001938	6.5330353169999995	6.4439690145
ASPM	9.183177381	8.883567828	8.810092284	8.787431016	8.94598845	9.22693094	8.933918405	9.230207974	8.589593852	8.356885608	8.537489655	8.741202725
ASPN	3.047080404	3.30999888	3.325763025	3.228781754	3.091322517	3.0471191710000003	3.1269030355	3.1260799945	3.173060334	3.1647107535	3.1894027014999997	3.155645387
ASPRV1	6.09452196	6.077940778	6.071810139	6.091868464	6.468764316	5.97456948	6.296969284	6.050489893	5.929179974	6.145153069	5.787722179	5.990982124
ASPSCR1	7.717755791	7.371224562	7.377021031	7.469396917	7.29608128	7.308948922	7.36470382	7.443968997	7.055574377	7.235835025	7.113890857	7.120237454
ASRGL1	7.016311198	6.9825785465	6.8842984985	6.9983479955	7.1929717495	7.427917604	7.3554020829999995	7.185431755	7.059851618	7.2352285665	7.0333728695	7.136561083
ASS1	5.996471543	6.083197228	6.000184975	6.119338191	6.537952547	6.604061933	6.57634254	6.434783627	6.726506408	6.884324052	6.80511644	6.766597602
ASTE1	7.208373041	7.297082582	7.253830742	7.261551788	7.266114194	7.369688279	7.53126212	7.486794601	7.132032188	7.262343275	7.316746181	7.308088711
ASTN1	3.1101487	3.245134822	3.136669659	3.424697029	3.307374555	3.51351278	3.214366448	3.462161676	3.096900129	3.392488409	3.145973685	3.349121551
ASTN2	6.023296602	6.047891254	5.854616304	6.135430374	5.618247183	5.883031855	6.063830732	5.446207741	6.173885175	6.158185637	6.33857242	6.132963566
ASUN	10.30534453	10.37765414	10.27126256	10.309958	10.07137649	10.24771061	10.10947832	10.07223	10.48923065	10.35444397	10.3758771	10.42382975
ASXL1	9.073588855499999	9.0429689385	9.019181781499999	9.030066142999999	9.0729851535	9.102275481	9.069162955	9.225678292000001	8.999485020000002	8.873584125	9.0841421465	9.023383823500001
ASXL2	5.962000178	6.3217434785	5.971508221500001	5.9747952365	5.7675133975	5.9177477505	5.9601235075000005	6.0081460205	6.186921030500001	5.921319766	6.020012403	5.952704064000001
ASXL3	3.7181810564999997	3.814654019	3.8789625130000003	3.8015459305	4.00509013	3.8783325590000004	3.9768470195	4.093920042	3.8691063355	3.7058021155	3.6860960825	3.7670099495000002
ASZ1	2.650462887	2.747171314	2.712311659	2.862275583	2.958430522	2.872032887	2.832620928	2.729099984	2.938787727	2.66226988	2.873840124	2.522313932
ATAD1	8.7117687665	8.8041911725	8.6088692875	8.7104625885	7.8775888075000005	7.993804022499999	8.0066907875	7.883082233	8.7419227735	8.7074700485	8.690425163	8.8292356555
ATAD2	10.324103359999999	10.42182597	10.25381036	10.295377389999999	10.002679811	9.988545853	10.0278219805	9.765810172	10.549299885	10.432110224999999	10.4756256	10.366127475
ATAD2B	4.639897961	4.561984755	4.486370088	4.419197587	4.568782222	4.483101088	4.526698087	4.457472837	4.212801169	4.36689983	4.787457812	4.187181106
ATAD3A	8.604080307	8.519938669	8.708260804	8.619823972	8.988019487	8.892101727	8.932100825	9.117994559	8.580504208	8.616636581	8.684614013	8.535966065
ATAD3B	8.733941079	8.539203723	8.629161607	8.752039925	9.082766868	8.94413775	8.978028501	9.144389713	8.687845349	8.743510916	8.700736425	8.670021601
ATAD3C	4.888428952	4.657633085	4.685879131	4.794631348	5.558635745	4.824044113	4.797179153	5.070824991	4.765967165	4.936251698	4.869113399	4.947518506
ATAD5	7.472446456	7.348887196	7.011531034	7.151761607	7.084106633	7.08876104	6.891467167	7.192242351	7.142790991	6.734503641	6.798774534	7.059109288
ATAT1	6.2523368315	6.022548106	6.187562965	6.5447375085	6.501906212	6.3227544044999995	6.379335376	6.5939940775	6.414942809499999	6.419319934500001	6.489715914	6.4566662105
ATCAY	5.798195358	5.700998513	5.79557004	5.445529757	5.8459477	6.11442737	5.539100506	5.587249641	5.612428321	5.675743621	5.445149876	5.48418193
ATE1	5.872532206	5.857183808	5.800270600499999	5.789600299	5.8212699815	5.8920992815	5.912113361499999	5.8465622605	5.8945344595	5.894938914	5.771943152	5.8104522769999996
ATF1	8.859342093	8.76563679	8.728782767	8.632291618	7.886970326	7.908788602	8.267231056	7.73283241	8.72095418	8.384365164	8.566216898	8.63362925
ATF2	6.427245024	6.605033708	6.511136651	6.621000506	6.790738931	6.908538105	6.816322122	6.911168624	6.325139961	6.150750617	6.130351592	6.360450025
ATF3	6.506222269	6.191820703	6.272519777	6.566193227	6.99362556	6.694809366	6.507978286	6.569139791	6.494707626	6.56241923	6.446944711	6.45221222
ATF4	12.62865937	12.54436221	12.59339395	12.70708795	12.54042714	12.62507079	12.51205497	12.60088351	12.74109847	12.7790654	12.83328756	12.80109977
ATF5	7.0806821895	6.8353996825	6.971708542	6.999546501	6.886583779	6.9320957515	6.902329461	6.939528952	6.9347005645	6.941211474999999	7.186267912	7.008045837
ATF6	8.650180364499999	8.675985514	8.646704396499999	8.596344797	8.361679284000001	8.430257231999999	8.426776192	8.41526719	8.906127571999999	8.774891613000001	8.88370505	8.9309048945
ATF6B	6.609596945	6.873550174	6.857842053	6.544928472	6.469452923	6.284254499	6.469152099	6.548500965	6.55900456	6.371963526	6.635276708	6.525049621
ATF7	6.170071099	6.052765159	6.185429387	5.928647152	6.29176909	5.805533133	6.092246684	6.321245804	5.906368291	5.991442277	5.964862325	6.09870923
ATF7IP	8.801001309	8.922950232	8.7901136055	8.916072382	8.864407157999999	8.9518521425	8.841604097000001	8.832160434999999	8.5520103245	8.505763526500001	8.6285765545	8.534043156500001
ATF7IP2	7.735225036	7.716804589500001	7.7796757845	7.835549508	7.9998190835	8.029572192	7.971102858	8.0283255805	7.5799148305	7.634506822500001	7.618119125	7.6909256475
ATG10	5.5534042034999995	5.6769255695	5.69604064	5.5044265775	5.1222756215	5.095429215999999	5.2371467895	5.085192553000001	5.6102021635	5.572775850499999	5.4592560585	5.511396807000001
ATG101	9.206990952	9.230746057	9.111281793	9.358485589	9.706775781	9.717410672	9.615556302	9.793786409	9.496450868	9.856283354	9.556815099	9.627610278
ATG12	9.045273385	9.01548351	8.966279273	9.05393505	8.963380723	9.22047792	8.993980559	8.923652936	8.969357571	8.856590028	9.011742372	8.94979032
ATG13	7.729975227	7.719355143	7.663640505	7.757189395	8.0679921	7.981292235	7.944417121	7.985884216	7.792840498	7.596535168	7.766605634	7.731722572
ATG14	8.662277078	8.622890816	8.611452032	8.758721673	8.835563671	8.900231845	8.716074052	8.645497934	8.69568412	8.737453704	8.78011394	8.722198433
ATG16L1	5.959972222999999	5.873871149	5.8900048625	5.8163195145	5.8455969395	5.8409865205	5.868028884999999	5.885006382	5.775749864	5.701357476	5.8686393785	5.785934628
