DATA	GSM839353	GSM839354	GSM839355	GSM839356	GSM839357	GSM839358	GSM839359	GSM839360	GSM839361	GSM839362	GSM839363	GSM839364
AQP6	5.579071613	5.552584014500001	5.514769948	5.736336312000001	5.9019953325	5.782084358	5.644664086000001	5.768247904	5.5838884685	5.5801751965	5.573469973	5.777531733
AQP8	4.95775926	4.966294866	4.710456388	4.8763606	5.551950486	5.127549436	4.941396454	5.118627465	4.846434658	4.959283683	4.921155082	4.886743929
AQP9	4.752801106	4.878813548	5.012620196	4.717688977	4.566215483	4.58224514	4.29149108	4.844113335	4.798069662	4.829534954	4.776701717	4.563200147
AQPEP	3.09854746	3.420118868	3.200490039	3.276454458	3.193924493	3.300441192	3.376806942	3.266510037	3.112406204	3.250522983	2.822019784	3.215578204
AQR	7.0176870945	7.1328018570000005	6.897104379	7.0133696945	6.066985121	6.2165486975	6.4195256885	6.1362334195	7.070951517	6.899374455	6.9792476345	6.978255926999999
AR	5.866970929	5.826716692	5.953128018	5.8454494695	6.0673772674999995	6.010049802499999	5.9757257955	6.066073178	5.533984762	5.582923475	5.3905217115	5.437359927999999
ARAF	7.332998120999999	7.459812667	7.224534284500001	7.473373839999999	7.462813399	7.618102370500001	7.638979117	7.540574406499999	7.4939247125	7.442526579500001	7.6398655	7.4495163584999995
ARAP1	7.356309548	7.407717541	7.403715431	7.331675836	6.682164047	7.080952849	7.040080059	7.04369562	7.444240949	7.510385974	7.656166919	7.572206043
ARAP3	7.2882390225	7.231569051999999	7.3932716880000005	7.2932863625	7.382232800500001	7.2647669155	7.3213161625000005	7.429771599	7.0538794750000005	7.088332348	7.024496913	7.1370556039999995
ARC	4.917644156	4.596190886	4.71277204	4.870830401	5.170392749	4.949576645	4.683999321	5.213237561	4.607036477	4.727207371	4.781365277	4.658465175
ARCN1	10.91196235	10.98793921	10.97563141	10.87018097	10.76853316	10.85193773	10.84616834	10.68200569	11.18803263	11.11585059	11.14127083	11.21728516
AREG	4.008469407	3.86167047	3.96044201	3.992921933	3.449636204	3.96044201	3.733031058	3.512331003	3.479448454	3.228347472	3.671594181	3.113933765
AREL1	5.259237771	5.335046165	5.306101963	5.233993872	5.039779269	5.352924526	5.223981955	5.396721624	5.352246755	5.306101963	5.199020024	5.392029372
ARF1	7.768368911	7.746939201	7.707944277	7.584546803	7.380169853	7.704850724	7.514037143	7.781217958	7.645961866	7.56169461	7.804265078	7.65113481
ARF3	9.443565076	9.316256275	9.382393168	9.54031233	9.357394195	9.556245099	9.673707934	9.551471591	9.414112349	9.501734626	9.551372042	9.489637738
ARF4	12.921577705	12.886851629999999	12.85831333	12.89490041	12.78875103	12.840075245000001	12.863285739999998	12.847439275	13.057756444999999	13.05998581	13.00084051	13.03283643
ARF5	9.434708687	9.241233072	9.513031114	9.493822325	9.521600503	9.601990617	9.583181744	9.562527371	9.504970606	9.753231718	9.73204304	9.526819011
ARF6	10.64451007	10.74812729	10.72722521	10.8024219	10.55950038	10.68573338	10.65642543	10.67458059	10.63248547	10.69432531	10.59007386	10.76908979
ARFGAP1	7.872175990500001	7.75546364	7.904813579	7.968303389999999	7.8620868134999995	7.911585345500001	7.885155308	7.9009573615	7.9959806664999995	8.022459257000001	8.012183791	8.1218459225
ARFGAP2	6.9439074865	6.911084038	6.8770639435	6.840581848499999	6.915085939	7.002743833	6.8229660695	6.9911244660000005	6.921953696499999	6.849437975999999	6.9989423980000005	6.904682564
ARFGAP3	9.260827533	9.419326013	9.391963501	9.348357271	9.238178577	9.329226247	9.464940647	9.260911005	9.500434007	9.482186388	9.355775777	9.594981669
ARFGEF1	7.791780959	7.822379079	7.811181448	7.693583283	7.662614161	7.657100305	7.649118906	7.632473605	7.701915865	7.607434105	7.65113481	7.527565899
ARFGEF2	7.3685081089999995	7.546836445499999	7.284380159	7.356596214	7.256190739000001	7.351235201	7.394956033	7.3763743045000005	7.2702324625	7.014863639	7.2611942105	7.226559721000001
ARFIP1	7.991670904499999	8.0828002975	7.7773944925	7.8111961105	7.3570074355	7.446029381500001	7.5478453205000005	7.616052077000001	7.8537174125	7.767400089000001	7.8063368635	7.8910869515
ARFIP2	9.640282446	9.40729237	9.508839232	9.57901724	9.658381183	9.57929942	9.573878648	9.784958115	9.372728328	9.399903073	9.553019489	9.474429316
ARFRP1	8.0503265775	7.9632419745	8.043134313500001	8.143419842	8.258958468	8.3469970405	8.286340278	8.300113526499999	7.971265014	8.1282564095	8.127858679	8.077043267
ARG1	3.1115099839999996	3.162787763	3.260059624	3.4807231065	3.3197738030000004	3.220024465	3.3771333295	3.285571527	3.358929016	3.1651351915	3.224459784	3.270390421
ARG2	8.3897707775	8.397763703999999	8.3631988325	8.457752773500001	8.444550699	8.554866265	8.4315414825	8.555698438	8.712083506	8.8111595995	8.798020698	8.7530064105
ARGLU1	8.665822725	8.77631875	8.624192228	8.580668553999999	8.587197502	8.5230544005	8.567482456	8.600322922	8.530662557	8.545387244	8.4845756725	8.5944894945
ARHGAP1	5.9674922675	6.127495262	6.1504125065	5.956848690499999	6.059301	5.8648510665	6.002852046	6.013920150000001	6.18324154	5.8407309895	6.203393204999999	6.1114372585000005
ARHGAP10	7.964407762	8.092653682	7.949357219	8.105251844	7.845492064	7.802804484	7.916446273	7.834244871	8.276438011	8.461555625	8.225269938	8.143337276
ARHGAP11A	7.083419259	7.0473772	6.952346681	7.102899484	6.673512632	6.886245856	6.838299424	6.757428373	6.906394789	6.736215639	7.002675733	6.754486143
ARHGAP12	8.467624573	8.385837472	8.281856981	8.424600651	8.111808596	8.321230494	8.481173445	8.070268075	6.112258375	6.188412218	5.965602216	6.06574662
ARHGAP17	9.75796801	9.650168532	9.775225874	9.765857782	9.623750283	9.63194119	9.588402216	9.83392041	10.03422145	9.895195512	10.0635132	10.02370068
ARHGAP18	10.32129184	10.41347729	10.31780691	10.37229738	10.22447046	10.36277843	10.33510263	10.12822436	10.15087346	10.17761175	10.10420686	10.14965837
ARHGAP19	8.699104203	8.829640969	8.752568583	8.841290194	8.252086061	8.60699638	8.669475921	8.523548508	8.618917934	8.46490754	8.699624902	8.578005699
ARHGAP20	4.405600414	4.479614198	4.601626852500001	4.508511845499999	4.6453532415000005	4.513802656	4.568912794499999	4.838873667	4.5641787444999995	4.4863735615	4.4877869055	4.328149072
ARHGAP21	8.1035786865	8.330270012	8.2990507875	8.153941593	7.973803502999999	8.0899507795	8.1269471885	7.9937712805	8.272791266999999	8.010541353499999	8.193555435	8.249509523499999
ARHGAP22	5.892347386	6.0091261775	5.839818823	5.908856729	5.9743031075	5.956864147999999	5.9727661145	5.8952818895000005	5.9689340005	6.285299044499999	6.1249032495	6.0911674055
ARHGAP22-IT1	3.261687481	3.160098608	3.36787177	3.2066512165	3.2936497595	3.1466392174999998	3.2655851205	3.2560927465	3.1105872295	3.2964311239999997	3.2158344435000004	3.2667784490000003
ARHGAP23	5.649772218	5.6797784369999995	5.7013526185	5.691872575	5.856625899	5.5730031879999995	5.576097504	5.8841969	5.619409897500001	5.749112482499999	5.760219901	5.828855916
ARHGAP24	4.8121431535	4.761447974999999	4.6623196	4.770653764	4.9454934865	4.798275696	4.9845366095	4.746415869	4.9853475110000005	4.840778204	4.8896787370000006	4.941310146
ARHGAP25	5.469441146	5.368353807	5.554056079	5.414416375	5.604443229	5.634601109	5.353640163	5.374477375	5.022951238	5.171010312	4.688000896	5.023531064
ARHGAP26	6.3887937375	6.3752045525	6.3120302605	6.337095579	6.271991025	6.198625934000001	6.3619256019999995	6.296372348	6.0522649795	5.82461176	6.2080940295	5.9873083309999995
ARHGAP26-AS1	4.170100687	4.258539399	4.170868783	4.216465447	4.256445368	4.212631915	4.200593931	4.268026833	4.046324127	4.371321715	4.089228299	4.119154802
ARHGAP27	5.545069988	5.325976577	5.564229545	5.427462989	5.656422352	5.567807495	5.477167198	5.474354343	5.297920023	5.472864824	5.593726788	5.483394293
ARHGAP28	3.474829081	3.567074484	3.483568783	3.366330433	3.487783485	3.722106501	3.507429648	3.540060074	3.306345963	3.758498826	3.472836045	3.446945404
ARHGAP29	7.242942418	7.2730821510000006	6.930589037	7.164563919	6.3549024965	6.6325478175	6.450957612	6.374455156	7.1107546855	6.771816163	7.048234924	6.942307291500001
ARHGAP30	5.3755918635	5.198851319	5.299259129999999	5.377165376000001	5.600646857999999	5.2829105285	5.368081975	5.5314793170000005	5.357185741	5.418134937	5.382625334	5.3574098925
ARHGAP31	5.0086967555	5.155249091	5.130671819	5.1162587209999995	5.216095922999999	5.267357835	5.3881268145	5.013764862	4.895831021	4.891340066	4.984520675	4.9635586815
ARHGAP32	7.222399386999999	7.2016741515	7.073328306	7.1490815185	6.8665811315	6.790526492	7.017941112	6.849661579999999	6.6644203605	6.4224116395	6.748320546	6.923367176
ARHGAP33	5.845455289	5.639434357	5.692476262	5.812405061	6.018725386	5.730342931	5.87873327	6.086620698	5.723859288	5.891366266	5.743652544	5.855202849
ARHGAP35	6.774765893	6.75592311	6.646775016	6.763410655	6.742464282	6.628098705	6.700432758	7.075529147	6.848079926	6.53373481	6.778530727	6.724671834
ARHGAP36	3.294622215	3.234675224	3.193267106	3.276833582	3.274686882	3.297699824	3.088273627	3.104396283	3.14079683	3.181550211	3.306675733	2.974494259
ARHGAP39	6.157619179	6.05039148	6.234950485	6.209115591	6.158996783	6.300880576	6.344320992	6.339774434	6.143035451	6.039248789	6.112818928	6.077932122
ARHGAP4	6.286256224	6.283013972	6.633645691	6.486011477	6.646140658	6.489905257	6.323731856	6.602756259	6.105912192	6.287158553	6.327429844	6.378589208
ARHGAP42	3.380807523	3.477725429	3.581520196	3.669305286	3.525921055	3.558448371	3.409281996	3.762577452	3.458722693	3.529258663	3.516671528	3.403657176
ARHGAP44	4.850151972	4.674471305	4.779326779	4.861784425	4.9434907500000005	4.7680475115	4.695754748000001	4.8819499109999995	4.752594493	4.7244809185	4.730749830000001	4.8421568645
ARHGAP5	7.281266598	7.408773697	7.134868299	7.096422165	6.900411467	7.084142387	7.10264102	7.19551139	6.79597368	6.357756441	6.785782004	6.645224864
ARHGAP5-AS1	7.560129258	7.59793058	7.625709253	7.67378182	7.913251598	8.237163303	8.229119033	8.104659451	6.407668529	6.708668892	6.811791003	6.635285157
ARHGAP6	3.0409909845	3.2330949835	3.250108835	3.134168539	3.0428329009999997	3.099715626	3.1059917720000003	3.0186053299999998	3.1731929285	2.8638807175	3.0508736325	2.9824789765000004
ARHGAP9	4.798069662	4.738296785	4.902092871	4.964387413	5.099961032	4.967234534	4.904937707	4.598265055	4.587513749	4.89445758	4.317029974	4.809445795
ARHGDIA	8.950888933	8.79398063	8.8123665565	8.8650006505	8.8116849005	8.855482425	8.7133086815	8.888509890000002	8.5497098175	7.846029934	8.696450661	8.5801868125
ARHGDIB	9.732045707	9.543503319	9.724248658	9.931717853	9.885881047	9.998659859	9.944449996	10.06885477	9.28591862	9.176777282	9.359352542	9.131029288
ARHGDIG	5.771785739	5.83145663	5.744372412	5.80803079	5.688738604	5.58322016	5.732997671	5.656750179	5.651735167	5.749430952	5.544809332	5.461483145
ARHGEF1	6.764956908	6.695882853	6.803717606	6.728523764	6.734866489	6.794566375	6.85916096	6.70329678	6.885884832	7.050977069	7.01199612	6.872560966
ARHGEF10	6.2581815105	6.1958764429999995	6.012345310500001	5.9513176434999995	5.7354514075	5.705398571	5.964359983	6.0493236249999995	6.0141994405	5.964011645	6.093468938	6.0662492215
ARHGEF10L	4.628736726	4.6149695875	4.488295301	4.510599976	4.7102918925	4.7269405895	4.5459910279999995	4.6967624365	4.5283610020000005	4.513698097	4.475835932	4.492086409000001
ARHGEF11	5.282547153	5.127611037	5.402252993	5.188661991	5.276238676	5.601621076	5.368436596	5.387041707	5.376033132	5.260018487	5.305938156	5.369055989
ARHGEF12	3.629176245	3.473883307	3.716526443	3.645597292	3.691355432	3.630962554	3.777992936	3.802926191	3.590334241	3.680758482	3.587637316	3.589194228
ARHGEF15	5.7586468115	5.774968848	5.8543956470000005	5.6287636515	5.939645110500001	5.9333338035	5.8187907485	5.860594655	5.794296853500001	5.8229123325	5.7001316945	5.7719047715
ARHGEF16	6.628177709	6.612690254	6.653845934	6.546538465	6.865534155	6.378955638	6.605290603	6.566952655	6.567340931	6.465414828	6.419005859	6.607167254
ARHGEF17	7.513426523	7.383846384	7.492434279	7.347901773	7.370069242	7.530265138	7.521025272	7.47985236	7.997130491	8.030271222	7.955517965	8.109856669
ARHGEF18	10.81775907	10.7399722	10.7832136	10.8370011	10.92452868	11.09765721	10.95830049	10.95632951	10.62434913	10.72320848	10.60489575	10.57818703
ARHGEF19	5.635126433	5.565717667	5.662904347	5.895271265	5.958398917	5.987462978	5.579160283	6.096140199	5.788239832	6.123065065	5.989738804	6.062538619
ARHGEF2	7.906551515	7.891435143000001	7.8330610515	8.089145524	7.537507215	7.5792947845	7.5357414	7.7483021765	7.787388604	7.7000212865	7.7988140825	7.6829837255
ARHGEF25	4.766433488	4.719547478	4.576930802	4.680569717	4.846181359	4.736027271	4.988180282	4.817881653	4.55892909	4.750582767	4.468839528	4.690012177
ARHGEF26	7.184935819	7.18235935	7.0545039	7.156835412	6.808596064	6.80900036	7.083906073	6.594118421	7.166452131	6.925645107	7.170726224	7.087368376
ARHGEF26-AS1	3.082352429	3.132188082	3.087396582	3.343206891	3.103829545	3.05469223	3.047986443	3.028827757	3.188926965	3.063387835	3.022404198	3.094143455
ARHGEF28	8.9789985635	8.986453381	8.89106186	8.9845005685	8.86880866	8.9709238135	8.9180118195	8.976328455	9.35081989	9.4390569605	9.4546172075	9.4037585175
ARHGEF3	7.95308211	7.996378273	7.891474906	8.069970478	7.486371881	7.864926457	7.957343741	7.240150503	7.824939834	7.839446267	7.93891591	7.894539219
ARHGEF33	3.228008088	3.024662194	3.195814066	2.968195701	2.999344775	3.112271769	3.173534815	3.205632095	3.06948286	3.077778238	3.095953598	3.152949907
ARHGEF37	4.67865085	4.5476541495000005	4.521788020500001	4.6513499094999995	4.828712564	4.8572706985	4.771629793500001	4.799058963	4.67470825	4.6382844935	4.5121463135	4.5637868175000005
ARHGEF38	4.824851006	4.98814595	4.847201753	4.726147351	4.961085911	4.830184224	4.803017755	4.921662444	5.027825213	4.860619693	4.814092791	4.739944956
ARHGEF39	5.70246839	6.030599689	5.730313213	5.795908489	5.660103001	5.66656866	5.710053511	5.869963699	5.906789123	5.503790682	5.998442921	5.709530901
ARHGEF4	5.283483225	5.28084644	5.320738623	5.431758478	5.507246303	5.494437714	5.427935731	5.353992339	5.12112601	5.415992109	5.155223563	5.522863371
ARHGEF40	4.92071475	5.303693201	5.145323297	4.9478721575	4.744949998	5.102357138	4.8968849915	4.98652754	5.1533637174999996	5.0684386195	4.9665896315	5.117939566
ARHGEF5	5.5352812185	5.4600925805	5.5405593865	5.5869370605	5.2651564365	5.697033867	5.5148199215	5.566638614	5.2579674875	5.4059908785	5.3077722645000005	5.3026919125
ARHGEF6	6.227947287	6.324509211	6.428039974	6.534348289	6.618375106	6.449920213	6.69021577	6.925366397	6.231495686	6.365492137	6.11296592	6.262121322
ARHGEF7	4.999023262	5.055389451	4.916263908	4.706725935	4.923657457	5.133396048	4.741196173	4.774537702	4.928651934	5.388097047	4.888487228	4.980865301
ARHGEF7-AS2	2.675263437	2.984039919	2.924970738	2.847529521	2.775976625	2.777111387	2.793734591	3.306418028	2.822345564	2.910208174	2.773540187	2.669556147
ARHGEF7-IT1	3.191587149	3.423533923	3.48471274	3.101933011	3.226274324	3.155335776	3.208352597	3.233549536	3.187429724	3.648816041	2.795334349	3.209095217
ARHGEF9	7.2527974175	7.3302554225000005	7.282942803	7.356721807	7.203033981000001	7.3620933394999994	7.2426857259999995	7.1590010435	7.142614627	7.080461494	7.2039347665	7.16478153
ARID1A	7.9527930475	7.8900064274999995	7.9413047505000005	7.942736365	7.9503580035	7.888120057	7.8733622919999995	8.066200021	8.180850741	7.716002234	8.1019172625	8.065386567000001
ARID1B	6.459865432	6.456601558	6.373061757	6.297479998	6.131557362	6.400469193	6.304928779	6.242163335	6.527586014	6.353996023	6.672185637	6.617331516
ARID2	7.380383147	7.457475939	7.295985307	7.525321486	6.519383227	6.787339364	6.888170045	6.505684321	7.167207109	7.066540246	7.233578231	7.11245745
ARID3A	5.386250447	5.45745574	5.3536060125	5.418934045	5.3380104845	5.383589847	5.411137608	5.4126547955	6.0357291625	5.754190835	6.023451318999999	5.8366749129999995
ARID3B	6.622067655	6.507897942	6.570273567	6.6276711	6.451348793	6.822749779	6.543927606	6.572551424	6.598874395	6.776132444	6.831155557	6.628248408
ARID4A	6.9851605095	7.0826134425	6.9642349485	6.971130941	6.520073226999999	6.690192258	6.862415121	6.513893733	7.1383921505	7.056075868	7.01414689	7.0216730555
ARID4B	6.301141603	6.175928517	6.011726546	6.113667943	6.16644189	6.385155383500001	6.0195737805	6.305953547	6.0180903704999995	5.973607097	5.970837717	6.1153601165
ARID5A	6.483375892	6.381320421	6.478596099	6.252596937	6.623800651	6.766074476	6.515490813	6.553813125	6.498568676	6.659098393	6.705300436	6.645855834
ARID5B	4.193065864	4.263529764	4.252182037	4.184410969	4.296840732	3.973685826	4.225562355	4.374096508	4.01070295	4.299849035	4.089484554	4.394186519
ARIH1	7.466518068999999	7.593238399500001	7.3468034585	7.3341755185	7.499754569	7.343075122	7.437134898	7.51407494	7.4821662765	7.291706113	7.4283263245	7.489538164500001
ARIH2	8.938388467	8.782729694	8.789843062	8.897030388	8.854255177	8.792538979	8.833693551	8.724942874	8.973950813	8.946370476	9.054845503	8.991841009
ARIH2OS	4.26366467	4.629454604	4.306284698	4.503627719	4.451835896	4.756003094	4.528135772	4.160205977	4.776880092	5.071258018	5.193734323	5.133029007
ARL1	9.992508051	9.933488955	9.900197435	10.02103878	9.987274248	10.13421559	10.0100752	10.15699404	9.991788197	10.09494622	9.970506151	10.09296008
ARL10	5.053217989	5.015852194000001	5.1069037455	4.895227422	5.023846345	4.8868732185	4.9870675305	4.9513216565	5.0434146795	5.048048506	5.210157108	5.109379823
ARL11	2.6505806375	2.9409323714999998	2.7950798125	2.8904934210000004	2.829873731	2.7940820335	2.6589800815	2.7323822335	2.779167404	2.6547576125	2.721260933	2.719840344
ARL13B	9.159095935	9.258076549	9.081818347	9.15656751	8.728526828	8.666137763	8.651797332	8.69234431	9.240818947	9.240104024	9.133523808	9.226220578
ARL14	3.28425104	3.488993643	3.338793472	3.456085848	4.161051412	4.357436864	3.966252163	3.729505	3.922918992	3.98406488	4.112921357	4.044946178
ARL14EP	8.488472239	8.40831612	8.409086441	8.483015762	7.786524986	8.058179722	7.913195546	7.934314676	8.499946291	8.333382141	8.548248399	8.348999945
ARL15	7.18017555	7.294747252500001	7.1303760445	7.221385205	6.7104264305	6.9887078575	7.000460353999999	7.008620759	7.128126868000001	7.297745066499999	7.1815307205	7.1215004835
ARL16	8.80038921	8.61172532	8.669893559	8.802999473	9.091576809	9.074817392	9.101940613	9.133356584	8.992026977	9.157715817	9.175593201	9.109643281
ARL2	9.638901456	9.683987728	9.701814414	9.868281041	9.868027114	10.04064806	9.893118487	9.80700261	9.340406	9.651858648	9.436848207	9.358754069
ARL2BP	9.731927117	9.668895933	9.61394551	9.711348442	9.745493822	9.776821559	9.677865308	9.832776504	9.628491491	9.530697838	9.488428902	9.591123341
ARL3	6.336454132	6.404012392	6.143179476	6.31582898	6.369168864	6.587547685	6.050699527	6.488958856	6.584338114	6.670166051	6.595510283	6.644639628
ARL4A	10.39366852	10.37977477	10.41214816	10.43429279	10.34166395	10.51175561	10.40816509	10.32726149	10.09110569	10.20910377	10.15619337	10.16568651
ARL4C	9.7391820645	9.616811264999999	9.671420963	9.677209233	10.132991485	10.1225327	10.109031694999999	10.120799734999999	8.874406834	8.948123064	8.905659996499999	9.0736638475
ARL4D	5.6737666665	5.687704954	5.525718454	5.568203776	5.647130860000001	5.752143133	5.7572590395	5.779244489	5.6850393194999995	5.6493336605	5.70108206	5.5953912775
ARL5B	8.008044701	8.2024916435	7.978902187	7.964023291	7.202991952	7.283317372500001	7.2763542354999995	7.320289191500001	8.0918124445	7.913345833	7.977104308	8.037143734
ARL5C	5.572621241	5.405718319	5.65980733	5.563608603	5.734539135	5.581258032	5.544591671	5.624919987	5.337624896	5.605091023	5.515133272	5.534350583
ARL6	6.8727902555	7.1486230565	6.909335347000001	7.0691250225	6.19289979	6.54426362	6.6301179835	6.3876691155	7.226756369	7.2287581845	7.1137357455	6.9644619695
ARL6IP1	11.99997473	11.93066545	11.99651951	11.99966763	11.84489008	11.86836546	11.90257243	11.79486554	11.95561386	11.81144782	11.81175958	11.96271684
ARL6IP4	10.010241779000001	9.890788121	9.944082844	10.029028805	10.196216238	10.2173860965	10.085354291	10.20419222	10.0165078465	10.220224420000001	10.1391373205	10.088886608500001
ARL6IP5	10.94803714	10.948479375	10.929782485	10.972779294999999	10.748816985000001	10.826190675	10.826795194999999	10.81334578	11.105361365	11.13241692	11.15027701	11.144990105
ARL6IP6	9.007993939	8.995478674	8.994846406	9.011958429	8.302503605	8.367180744	8.373850664	8.166516994	8.996083124	8.987060023	8.972784777	8.97599315
ARL8A	7.29070497	7.252489269	7.115521599	7.160813919	7.079158732	7.112804108	7.314515875	7.380638496	7.344398719	7.434103286	7.372489774	7.375739542
ARL8B	10.363484572	10.375731299	10.330139455000001	10.344517915499999	10.449733766	10.432429622499999	10.4264527275	10.413148448000001	10.4952516895	10.494649576	10.461660359500002	10.545928723
ARL9	5.132504014	5.301639359	5.185042382	4.848361434	4.901978101	5.111871142	4.993125382	4.732242235	5.158036189	5.083462098	5.111070603	5.178761634
ARMC1	10.097198174999999	10.1408711	10.03572573	9.9062545815	9.954855361	9.9453009745	10.023334089999999	9.8160707125	10.0155764785	9.969707772	9.905089232	10.022961469
ARMC10	9.027827283	9.068495428	8.974503799	9.147190201	8.812619239	8.8366574075	8.8660731425	8.7459373885	9.205539887	9.159864580499999	9.2661397925	9.2804194095
ARMC12	4.918246491	5.096794988	4.936528492	4.70966252	5.075927522	4.787482304	4.780060334	4.975543634	4.836867311	4.860196182	4.871119365	4.575792296
ARMC2	3.285478499	3.27097309	3.152732236	3.254993328	3.114030804	3.325945856	3.27241114	3.413905754	3.362051904	3.588978772	3.118214728	3.256271532
ARMC3	3.661731385	3.562678196	3.617897476	3.576330449	3.685977242	3.605314997	3.643523491	3.596538427	3.351296106	3.706221918	3.763099015	3.373976437
ARMC4	6.584509743	6.636591254500001	6.3516660609999995	6.5127432115	6.5006295785	6.3314685399999995	6.450311943499999	6.4819442039999995	6.584500166	6.6462599685	6.469379842	6.730281318499999
ARMC5	6.640272231	6.586388184	6.701518129	6.878975685	6.835577882	7.010720611	6.890547188	6.734424626	6.526558159	6.881080567	6.918340373	6.80750142
ARMC6	8.222850826	8.311430515	8.298659319	8.424649681	8.283527841	8.494856968	8.466288923	8.517498171	8.40358825	8.505838701	8.432563303	8.373958049
ARMC7	7.39522341	7.215198315	7.1356121665	7.157405655	7.323311503999999	7.3475748675000006	7.3505682265	7.335043066	7.1383933185	7.282266095	7.277656282000001	7.350118646
ARMC8	5.910391497499999	6.0379299435	5.7842427690000005	6.028906268	6.041684141499999	6.214904691999999	6.238817288	5.98700449	6.112828847	6.0968039505	6.2449589329999995	6.076510634
ARMC9	6.041854912	6.197578149	6.057575095	6.196629824	6.02487108	5.974123947	6.062987947	6.204802438	6.534013312	6.655655483	6.740500666	6.393851302
ARMCX1	10.42704962	10.28483069	10.30558731	10.3569137	10.41254678	10.55719741	10.56027381	10.37725732	7.776597497	7.802803922	7.95765297	7.992865635
ARMCX2	10.13026369	10.13534647	10.0707877	10.18680415	10.57743976	10.66120977	10.62441141	10.58526442	9.243663478	9.343980838	9.294741698	9.367250917
ARMCX3	8.918066522	9.014485408	8.950191346	9.034073368	9.054799044	9.2774842375	9.270220613500001	8.8983398905	8.9155425705	8.958321205	8.9983772265	9.029904837
ARMCX4	4.377943262	4.410161657	4.594349304	4.353460572	4.87183206	4.651568461	4.275087564	4.68458552	4.485039118	4.720128469	3.939939125	4.392749166
ARMCX5	7.3052651085	7.494107810499999	7.302476693500001	7.477795390500001	7.7164137125	7.5882564815	7.640209522500001	7.4168817685	7.487460092499999	7.3102821465	7.4941268895	7.455752372499999
ARMCX6	8.496603177	8.373099596500001	8.472065426499999	8.4754961075	8.6806820865	8.628419152	8.5662402055	8.5508057315	8.386624127	8.4581862825	8.350245858	8.435022018
ARNT	6.2043801805	6.3788700405	6.2093858385	6.2197398239999995	5.5311633515	5.999236812	5.7555885515	5.657945455	6.3036566535	6.2572699375	6.2101060455	6.2015764665
ARNT2	7.431013524	7.461035898	7.454558938	7.607044876	7.365629208	7.559714619	7.482565281	7.441307202	7.395566184	7.364318402	7.498510957	7.577688709
ARNTL	6.88496063	6.9910090035	6.7168107175	6.943416430999999	6.788847968	6.9695394539999995	6.9541970950000005	6.9761779155	7.1780150865	6.910711608	7.0986103895	7.276605042
ARNTL2	8.063315022	8.074736588	7.980119782	8.115799059	7.942499688	8.007991828	8.046926753	8.176646475	8.254582522	8.078181771	8.33171528	8.245084218
ARNTL2-AS1	2.794985777	2.581203271	2.827365081	2.801065868	2.683915665	2.459374547	2.760949539	2.55173096	2.581911604	2.714696237	2.787873204	2.455040345
ARPC1A	11.30572476	11.19068391	11.20914195	11.33079029	11.28493548	11.26567382	11.23429647	11.39075997	11.09700375	11.17651678	11.15613382	11.18248175
ARPC1B	10.98416375	10.89489364	10.93897637	11.01898265	10.71113684	10.9171736	10.80290943	10.83000299	11.09203258	11.2498214	11.15302763	11.13570416
ARPC2	12.40751094	12.5080968	12.49364021	12.46902817	12.45758041	12.45545374	12.57437381	12.0589877	12.56515245	12.57027252	12.54443396	12.57187387
ARPC3	12.62085249	12.5395804	12.60263732	12.59931506	12.58632058	12.68186025	12.70326412	12.49187921	12.78430335	12.75622741	12.73154599	12.76655699
ARPC4	10.089299145	10.0289589035	10.046377485	10.07583569	10.136097405000001	10.130288195	10.12158912	10.34253316	10.122325665	10.22879841	10.129766100000001	10.164128779999999
ARPC5	10.84724547	10.71331961	10.71622194	10.8512033	10.56755534	10.54987549	10.57981165	10.67296874	10.84285626	10.79712166	10.73664472	10.9143211
ARPC5L	10.254813855	10.202264806	10.1978595215	10.36073214	10.530720525	10.560837545	10.415442384999999	10.515906465	10.405596150000001	10.414900315	10.44245278	10.42368357
ARPIN	6.031444561	5.795608604	6.128398723	5.89431971	6.04422193	6.081000427	6.175832897	5.988994358	6.03902123	5.870986465	5.899348759	6.10537809
ARPP19	10.15405369	10.24623711	10.16705015	10.19357077	9.906617076	10.04618487	10.17385467	9.823697559	10.28548789	10.21168197	10.21394497	10.2921342
ARPP21	2.9057977645	2.8315871905	2.884939792	2.85168734	2.9332749695	2.875437399	3.0025427605	2.94652318	2.8534569530000002	2.9116405725	2.9429796995000004	2.946990587
ARR3	5.655509667	5.64958523	5.851019512	5.67221725	6.129533255	5.694665349	5.873657416	6.081036523	5.628348644	5.863737018	5.712194551	6.074076082
ARRB1	6.816280809	6.734522864	6.715068821	6.850109114	6.802127467	7.133689354	6.957336878	7.14959752	6.438238951	6.542502476	6.445849895	6.718809716
ARRB2	6.020714759	6.219335657	6.163892052	6.174763726	6.111255891	6.11291564	6.285184966	6.154093399	7.149864772	6.744868329	7.282012392	7.101242767
ARRDC1	6.416542522	6.5079302155	6.420943361	6.3715437405	6.3285466454999995	6.32078871	6.303204969499999	6.426737528	6.308288106999999	6.4533293835	6.3845514495	6.416974219
ARRDC2	7.77287786	7.697048041	7.732068067	7.82993404	7.65113481	7.869530676	7.779795382	7.747480674	7.378628774	7.470170267	7.494581543	7.447572441
